;----------------
;  ANNEEZERO
;----------------
ANNEEZERO 1900


;----------------
;  PAYS
;----------------

; classes dens l'ordre alphabetique
; ne pas oublier l'initiale
PAYS ENGLAND xE  English
PAYS FRANCE xF   French
PAYS GERMANY xG German
PAYS ITALY xI  Italian 
PAYS AUSTRIA xA  Austrian
PAYS RUSSIA xR   Russian
PAYS TURKEY xT   Turkish

;----------------
; REGIONS  
;----------------
;cote
REGION alb 
REGION ank 
REGION apu 
REGION ARM 
REGION bel 
REGION ber 
REGION bre 
REGION bul
REGION cly 
REGION con 
REGION den 
REGION edi 
REGION spa
REGION fin 
REGION gas 
REGION gre
REGION hol 
REGION kie 
REGION lvp
REGION lon 
REGION lvn
REGION naf
REGION mar 
REGION nap 
REGION nwy 
REGION wal 
REGION pic 
REGION pie 
REGION por 
REGION pru 
REGION rom 
REGION rum 
REGION sev 
REGION smy 
REGION stp 
REGION swe 
REGION syr 
REGION tus 
REGION tri 
REGION tun 
REGION ven 
REGION yor
;terre
REGION boh 
REGION bud 
REGION bur 
REGION gal 
REGION mos
REGION mun
REGION par 
REGION ruh 
REGION ser 
REGION sil 
REGION TYR 
REGION ukr 
REGION vie 
REGION war 
;mer
REGION ADR
REGION AEG 
REGION BAL 
REGION BAR 
REGION BLA 
REGION BOT
REGION EAS
REGION ENG 
REGION GOL 
REGION HEL 
REGION ION 
REGION IRI 
REGION MID 
REGION NAT
REGION NTH 
REGION NRG 
REGION SKA 
REGION TYN
REGION WES

;----------------
; CENTRES
;----------------

CENTRE ank
CENTRE bel
CENTRE ber
CENTRE bre
CENTRE bud
CENTRE bul
CENTRE con 
CENTRE den
CENTRE edi
CENTRE gre
CENTRE hol
CENTRE kie
CENTRE lon
CENTRE lvp
CENTRE mar
CENTRE mos
CENTRE mun
CENTRE nap
CENTRE nwy
CENTRE par
CENTRE por
CENTRE rom
CENTRE rum
CENTRE ser
CENTRE sev
CENTRE smy
CENTRE spa
CENTRE stp
CENTRE swe
CENTRE tri
CENTRE tun
CENTRE ven
CENTRE vie
CENTRE war

;----------------
; centre de depart 
;----------------

CENTREDEPART ENGLAND lvp
CENTREDEPART ENGLAND edi
CENTREDEPART ENGLAND lon

CENTREDEPART AUSTRIA bud
CENTREDEPART AUSTRIA tri
CENTREDEPART AUSTRIA vie

CENTREDEPART FRANCE par
CENTREDEPART FRANCE mar
CENTREDEPART FRANCE bre

CENTREDEPART ITALY ven
CENTREDEPART ITALY rom
CENTREDEPART ITALY nap

CENTREDEPART GERMANY kie
CENTREDEPART GERMANY mun
CENTREDEPART GERMANY ber

CENTREDEPART RUSSIA mos
CENTREDEPART RUSSIA sev
CENTREDEPART RUSSIA war
CENTREDEPART RUSSIA stp

CENTREDEPART TURKEY con
CENTREDEPART TURKEY smy
CENTREDEPART TURKEY ank

;----------------
; ZONES
;----------------

ZONE  COTE alb  
ZONE  COTE ANK  
ZONE  COTE APU  
ZONE  COTE ARM  
ZONE  COTE BEL
ZONE  COTE BER  
ZONE  COTE BRE  
ZONE  COTE BUL
ZONE  COTE cly  
ZONE  COTE CON
ZONE  COTE den
ZONE  COTE EDI  
ZONE  COTE FIN
ZONE  COTE GAS
ZONE  COTE GRE
ZONE  COTE hol
ZONE  COTE KIE
ZONE  COTE LON
ZONE  COTE lvn  
ZONE  COTE lvp  
ZONE  COTE mar  
ZONE  COTE naf
ZONE  COTE NAP  
ZONE  COTE nwy
ZONE  COTE PIC
ZONE  COTE PIE  
ZONE  COTE POR  
ZONE  COTE PRU  
ZONE  COTE ROM
ZONE  COTE rum
ZONE  COTE sev
ZONE  COTE SMY
ZONE  COTE spa  
ZONE  COTE STP  
ZONE  COTE swe
ZONE  COTE SYR
ZONE  COTE TRI
ZONE  COTE TUN
ZONE  COTE tus  
ZONE  COTE VEN
ZONE  COTE wal  
ZONE  COTE YOR

ZONE  COTE BUL ec
ZONE  COTE BUL sc 
ZONE  COTE spa nc 
ZONE  COTE spa sc 
ZONE  COTE STP nc 
ZONE  COTE STP sc


ZONE TERRE BOH  
ZONE TERRE BUD
ZONE TERRE bur
ZONE TERRE GAL
ZONE TERRE MOS
ZONE TERRE MUN
ZONE TERRE PAR  
ZONE TERRE ruh
ZONE TERRE SER
ZONE TERRE SIL
ZONE TERRE TYR
ZONE TERRE UKR
ZONE TERRE VIE
ZONE TERRE war  

ZONE   MER ADR  
ZONE   MER AEG
ZONE   MER BAL
ZONE   MER BAR  
ZONE   MER BLA
ZONE   MER BOT  
ZONE   MER EAS  
ZONE   MER ENG
ZONE   MER GOL  
ZONE   MER HEL
ZONE   MER ION
ZONE   MER IRI
ZONE   MER MID
ZONE   MER NAT
ZONE   MER NRG  
ZONE   MER NTH
ZONE   MER SKA
ZONE   MER TYN
ZONE   MER WES  



;----------------
; voisinages pour les armees
;----------------

ARMEEVOISIN alb gre 
ARMEEVOISIN alb ser 
ARMEEVOISIN alb tri 
ARMEEVOISIN ank ARM
ARMEEVOISIN ank con 
ARMEEVOISIN ank smy 
ARMEEVOISIN apu nap 
ARMEEVOISIN apu rom 
ARMEEVOISIN apu ven 
ARMEEVOISIN ARM ank 
ARMEEVOISIN ARM syr 
ARMEEVOISIN ARM sev 
ARMEEVOISIN ARM smy 
ARMEEVOISIN bel bur 
ARMEEVOISIN bel hol 
ARMEEVOISIN bel pic 
ARMEEVOISIN bel ruh 
ARMEEVOISIN ber kie 
ARMEEVOISIN ber mun 
ARMEEVOISIN ber pru 
ARMEEVOISIN ber sil 
ARMEEVOISIN boh gal 
ARMEEVOISIN boh mun 
ARMEEVOISIN boh sil 
ARMEEVOISIN boh TYR 
ARMEEVOISIN boh vie 
ARMEEVOISIN bur bel 
ARMEEVOISIN bur gas 
ARMEEVOISIN bur mar 
ARMEEVOISIN bur mun 
ARMEEVOISIN bur par 
ARMEEVOISIN bur pic 
ARMEEVOISIN bur ruh 
ARMEEVOISIN bre gas 
ARMEEVOISIN bre par 
ARMEEVOISIN bre pic 
ARMEEVOISIN bud gal 
ARMEEVOISIN bud rum 
ARMEEVOISIN bud ser 
ARMEEVOISIN bud tri 
ARMEEVOISIN bud vie 
ARMEEVOISIN bul con 
ARMEEVOISIN bul gre 
ARMEEVOISIN bul rum 
ARMEEVOISIN bul ser 
ARMEEVOISIN con ank
ARMEEVOISIN con bul 
ARMEEVOISIN con smy
ARMEEVOISIN cly edi 
ARMEEVOISIN cly lvp 
ARMEEVOISIN den kie 
ARMEEVOISIN den swe 
ARMEEVOISIN edi cly 
ARMEEVOISIN edi lvp 
ARMEEVOISIN edi yor 
ARMEEVOISIN spa gas 
ARMEEVOISIN spa mar 
ARMEEVOISIN spa por 
ARMEEVOISIN fin nwy 
ARMEEVOISIN fin stp 
ARMEEVOISIN fin swe 
ARMEEVOISIN gal boh 
ARMEEVOISIN gal bud 
ARMEEVOISIN gal rum 
ARMEEVOISIN gal sil 
ARMEEVOISIN gal ukr 
ARMEEVOISIN gal war 
ARMEEVOISIN gal vie 
ARMEEVOISIN gas bur 
ARMEEVOISIN gas bre 
ARMEEVOISIN gas spa 
ARMEEVOISIN gas mar 
ARMEEVOISIN gas par 
ARMEEVOISIN gre alb 
ARMEEVOISIN gre bul 
ARMEEVOISIN gre ser 
ARMEEVOISIN hol bel 
ARMEEVOISIN hol kie 
ARMEEVOISIN hol ruh 
ARMEEVOISIN kie ber 
ARMEEVOISIN kie den 
ARMEEVOISIN kie hol 
ARMEEVOISIN kie mun 
ARMEEVOISIN kie ruh 
ARMEEVOISIN lvn mos 
ARMEEVOISIN lvn pru 
ARMEEVOISIN lvn stp 
ARMEEVOISIN lvn war 
ARMEEVOISIN lon wal 
ARMEEVOISIN lon yor 
ARMEEVOISIN lvp cly 
ARMEEVOISIN lvp edi 
ARMEEVOISIN lvp wal 
ARMEEVOISIN lvp yor 
ARMEEVOISIN mar bur 
ARMEEVOISIN mar spa 
ARMEEVOISIN mar gas 
ARMEEVOISIN mar pie 
ARMEEVOISIN mos lvn 
ARMEEVOISIN mos sev 
ARMEEVOISIN mos stp 
ARMEEVOISIN mos ukr 
ARMEEVOISIN mos war 
ARMEEVOISIN mun ber 
ARMEEVOISIN mun boh 
ARMEEVOISIN mun bur 
ARMEEVOISIN mun kie 
ARMEEVOISIN mun ruh 
ARMEEVOISIN mun sil 
ARMEEVOISIN mun TYR 
ARMEEVOISIN naf tun 
ARMEEVOISIN nap apu 
ARMEEVOISIN nap rom 
ARMEEVOISIN nwy fin 
ARMEEVOISIN nwy stp
ARMEEVOISIN nwy swe 
ARMEEVOISIN par bur 
ARMEEVOISIN par bre 
ARMEEVOISIN par gas 
ARMEEVOISIN par pic 
ARMEEVOISIN wal lon 
ARMEEVOISIN wal lvp 
ARMEEVOISIN wal yor 
ARMEEVOISIN pic bel 
ARMEEVOISIN pic bur 
ARMEEVOISIN pic bre 
ARMEEVOISIN pic par 
ARMEEVOISIN pie mar 
ARMEEVOISIN pie tus 
ARMEEVOISIN pie TYR 
ARMEEVOISIN pie ven 
ARMEEVOISIN por spa 
ARMEEVOISIN pru ber 
ARMEEVOISIN pru lvn 
ARMEEVOISIN pru sil 
ARMEEVOISIN pru war 
ARMEEVOISIN rom apu 
ARMEEVOISIN rom nap 
ARMEEVOISIN rom tus 
ARMEEVOISIN rom ven 
ARMEEVOISIN rum bud 
ARMEEVOISIN rum bul 
ARMEEVOISIN rum gal 
ARMEEVOISIN rum sev 
ARMEEVOISIN rum ser 
ARMEEVOISIN rum ukr 
ARMEEVOISIN ruh bel 
ARMEEVOISIN ruh bur 
