;----------------
;  PAYS
;----------------

; classes dans l'ordre alphabetique
; ne pas oublier l'initale
PAYS ANGLETERRE xB  Anglais
PAYS FRANCE xF  Francais 
PAYS ALLEMAGNE xA Allemand
PAYS ITALIE xI   Italien
PAYS AUTRICHE xH  Autrichien
PAYS RUSSIE xR   Russe
PAYS TURQUIE xT  Turc

;----------------
; REGIONS  
;----------------
;cote
REGION mon alb
REGION ank 
REGION apu 
REGION cau arm
REGION bel 
REGION ber 
REGION bre 
REGION bul
REGION hig cly
REGION con 
REGION dan 
REGION edi 
REGION esp
REGION fin 
REGION gas 
REGION gre
REGION pay hol
REGION kie 
REGION liv lpl
REGION lon 
REGION lit ; liv
REGION mar naf
REGION tou ; mar
REGION nap 
REGION nge 
REGION cor pga
REGION pic 
REGION pie 
REGION por 
REGION pru 
REGION rom 
REGION rou 
REGION ode seb
REGION smy 
REGION stp 
REGION sue 
REGION syr 
REGION tos 
REGION tri 
REGION tun 
REGION ven 
REGION yor
;mer
REGION adr 
REGION atl atm
REGION isl atn
REGION bal 
REGION bar 
REGION bot 
REGION ege 
REGION lio gli
REGION hel 
REGION ion 
REGION stg irl
REGION man 
REGION med moc
REGION lev mor
REGION tyr mty
REGION noi 
REGION nrd 
REGION gro nvn
REGION ska 
;terre
REGION boh 
REGION bou 
REGION bud 
REGION gal 
REGION mos
REGION mun
REGION par 
REGION rhe ruh
REGION ser 
REGION sil 
REGION alp tyr
REGION ukr 
REGION var 
REGION vie 

;----------------
; CENTRES
;----------------

CENTRE ank
CENTRE bel
CENTRE ber
CENTRE bre
CENTRE bud
CENTRE bul
CENTRE con 
CENTRE dan
CENTRE edi
CENTRE esp
CENTRE gre
CENTRE pay
CENTRE kie
CENTRE lon
CENTRE liv
CENTRE tou
CENTRE mos
CENTRE mun
CENTRE nap
CENTRE nge
CENTRE par
CENTRE por
CENTRE rom
CENTRE rou
CENTRE ode
CENTRE ser
CENTRE smy
CENTRE stp
CENTRE sue
CENTRE tri
CENTRE tun
CENTRE var
CENTRE ven
CENTRE vie

;----------------
; centre de depart 
;----------------

CENTREDEPART ANGLETERRE liv 
CENTREDEPART ANGLETERRE edi
CENTREDEPART ANGLETERRE lon

CENTREDEPART AUTRICHE bud
CENTREDEPART AUTRICHE tri
CENTREDEPART AUTRICHE vie

CENTREDEPART FRANCE par
CENTREDEPART FRANCE tou
CENTREDEPART FRANCE bre

CENTREDEPART ITALIE ven
CENTREDEPART ITALIE rom
CENTREDEPART ITALIE nap

CENTREDEPART ALLEMAGNE kie
CENTREDEPART ALLEMAGNE mun
